"Linha" "Municipio" "Estado" "Ano" "POPULACAO" "PIB" "IPTU" "ISS" "ITBI"
"311" "Mossoró" "RN" 2009 244287 2908679011 1611661.65 38787003.16 1445969.88
"312" "Natal" "RN" 2009 806203 10362495621 35581800.99 137964558.07 21510513.11
"313" "Niterói" "RJ" 2009 479384 9904463850 150413814.16 134028554.98 40351567.81
"314" "Nova Iguaçu" "RJ" 2009 865089 8697426716 27405656.34 53445116.5 4439196.22
"315" "Novo Hamburgo" "RS" 2009 257746 4565194705 19966780.89 27969987.69 7015703.76
"316" "Olinda" "PE" 2009 397268 2604916851 13222386.88 27190724.54 2397680.54
"317" "Osasco" "SP" 2009 718646 31617715611 112667277.42 188535241 14337428.28
"318" "Palmas" "TO" 2009 188645 2964944240 7587445.71 32371713.84 4476940.06
"319" "Paulista" "PE" 2009 319373 1821543765 3931492.5 11421498 2155039.63
"320" "Pelotas" "RS" 2009 345181 3885294545 20174458.8 18363668.65 5802648.78
"321" "Petrolina" "PE" 2009 281851 2324725647 2912506.75 12963176.08 2224869.58
"322" "Petrópolis" "RJ" 2009 315119 6798301392 36052973.75 33678088.11 6993838.36
"323" "Piracicaba" "SP" 2009 368843 9599599521 40692040.28 64975625.7 9351744.62
"324" "Ponta Grossa" "PR" 2009 314681 5069556457 18898521.82 25575880.65 6447211.89
"325" "Porto Alegre" "RS" 2009 1436123 36873055182 243203089.55 414288321.74 131877889.1
"326" "Porto Velho" "RO" 2009 382829 6606568141 6548636.69 100103789.68 4587626.19
"327" "Praia Grande" "SP" 2009 249551 2780578023 132641208.44 17813676.92 14029154.96
"328" "Presidente Prudente" "SP" 2009 207725 3621161528 22367620.04 22565624.16 5006314.48
"329" "Recife" "PE" 2009 1561659 24720436367 170013791.64 345685377.09 39850282.66
"330" "Ribeirão das Neves" "MG" 2009 349307 1716683041 3261119.59 7232898.96 1898131.8
"331" "Ribeirão Preto" "SP" 2009 563107 14686950350 85775925.42 96953128.79 27778241.33
"332" "Rio Branco" "AC" 2009 305954 3836558609 6463130.3 25365571.98 1614617.22
"333" "Rio de Janeiro" "RJ" 2009 6186710 170517226164 1277320074.39 2767111744.93 389969500.27
"334" "Rio Grande" "RS" 2009 196337 6372569216 7100783 34933816.57 2888879.16
"335" "Rio Verde" "GO" 2009 163021 4260511747 11311594.63 15171173.67 4957915.78
"336" "Rondonópolis" "MT" 2009 181902 4863860246 8134528.33 22320531.64 3711764.26
"337" "Salvador" "BA" 2009 2998056 33131342074 175459583.97 452439689.73 101068461.99
"338" "Santa Maria" "RS" 2009 268969 3496134829 13706689.94 23550607.29 6839192.65
"339" "Santarém" "PA" 2009 276665 1769394963 1948150.16 10701072.69 745225.52
"340" "Santo André" "SP" 2009 673396 14709215756 150664232.1 131228833.08 28354734.82
"341" "Santos" "SP" 2009 417098 22546298054 174159435.07 217016658.33 24705674.25
"342" "São Bernardo do Campo" "SP" 2009 810979 28935628302 200164365.69 201922819.25 25793323.86
"343" "São Carlos" "SP" 2009 220463 4523513698 40759769.79 22003098.15 6611328.86
"344" "São José" "SC" 2009 201746 4182647260 17279989.44 18031852.33 8078638.71
"345" "São José do Rio Preto" "SP" 2009 419632 7878749615 61923968.93 60217339.72 13966090.39
"346" "São José dos Campos" "SP" 2009 615871 22015096157 78913297.73 161264006.84 20325933.32
"347" "São José dos Pinhais" "PR" 2009 279297 11508518518 12936265.49 51551866.92 5853500.51
"348" "São Leopoldo" "RS" 2009 211663 3335584946 17307811.03 21991697.53 4154869.9
"349" "São Luís" "MA" 2009 997098 15323511796 33603874.31 228764304.91 9413610.8
"350" "São Paulo" "SP" 2009 11037593 389284929347 3226271058.33 5954568066.71 687008321.83
"351" "São Vicente" "SP" 2009 330795 2898334827 61171015.06 16597041.65 5058779.99
"352" "Serra" "ES" 2009 404688 11520288886 12035384.68 83585336.65 7719889.95
"353" "Sete Lagoas" "MG" 2009 225358 4103798978 8987149.79 18842239.44 4088274.52
"354" "Sobral" "CE" 2009 182431 1948208945 2331545.85 7519392.19 802324.38
"355" "Sorocaba" "SP" 2009 584313 14143600551 62775445.79 101002001.04 21747603.99
"356" "Sumaré" "SP" 2009 241077 6901913110 19984257.76 22520044.61 4516064.87
"357" "Suzano" "SP" 2009 284356 5559968766 30238406 17864152.71 3052498.19
"358" "Taubaté" "SP" 2009 273426 8324362618 35434419.67 44139627.49 6478165.3
"359" "Teresina" "PI" 2009 802537 8688475007 19284257.4 72573054.74 8504842.75
"360" "Uberaba" "MG" 2009 296261 6486057374 12494165.02 24742201.7 7869141.2
"361" "Uberlândia" "MG" 2009 634345 16092093365 26118529 92159971 20058016
"362" "Várzea Grande" "MT" 2009 240038 3002026368 3111510.28 17555663.8 1706019.72
"363" "Viamão" "RS" 2009 260740 1856619952 2892884.31 5999180.36 1823971.1
"364" "Vila Velha" "ES" 2009 413548 6063332742 17812119.52 66651722.96 15817577.41
"365" "Vitória da Conquista" "BA" 2009 318901 3190123023 6764141.59 17113349.23 2193794.59
"366" "Volta Redonda" "RJ" 2009 261403 7593897370 36631300 51066200 2768700
"367" "Alvorada" "RS" 2010 195673 1467891565 3525003.83 5552637.77 1598334.06
"368" "Americana" "SP" 2010 210638 6659249488 34078287.8 34610169.55 6638339.37
"369" "Ananindeua" "PA" 2010 471980 3672049754 6022087.59 24009457.76 2006339.98
"370" "Anápolis" "GO" 2010 334613 10059578377 23420600.98 25823216.3 10316300.44
"371" "Aparecida de Goiânia" "GO" 2010 455657 5148613057 39199843.94 23959854.7 12122918.1
"372" "Aracaju" "SE" 2010 571149 8748078437 47162751.29 113344227.89 29410115.45
"373" "Arapiraca" "AL" 2010 214006 1878446057 1158244.97 5527240.61 2639160.3
"374" "Barueri" "SP" 2010 240749 27759887990 13407942.6 496177514.12 31232079.97
"375" "Bauru" "SP" 2010 343937 7417051056 52927083.92 48959933.16 13901822.6
"376" "Belém" "PA" 2010 1393399 17998495053 47629279 206563573 20291667
"377" "Belford Roxo" "RJ" 2010 469332 4490432232 6319124.96 27067084.67 1744965.24
"378" "Belo Horizonte" "MG" 2010 2375151 51467872003 527947854.05 653743595.63 209659870.98
"379" "Betim" "MG" 2010 378089 28362410216 19810859.63 50865384.63 7312665.63
"380" "Blumenau" "SC" 2010 309011 9284364399 38237141.52 65532006.64 11791824.86
"381" "Boa Vista" "RR" 2010 284313 4659034714 11053542.27 30005638.91 2392755.15
"382" "Camaçari" "BA" 2010 242970 13328182010 28059047.03 70828062.55 8851149.82
"383" "Campina Grande" "PB" 2010 385213 4335297488 5364317.36 29092633.1 4925282.87
"384" "Campinas" "SP" 2010 1080113 36712723532 292281197.35 421405196.31 51817606.98
"385" "Campo Grande" "MS" 2010 786797 13875246342 164288972.15 149511833.36 26480431.75
"386" "Canoas" "RS" 2010 323827 18017506187 24560395.11 59286890.74 15605313.41
"387" "Cariacica" "ES" 2010 348738 4907146601 6188769.65 38635739.28 2233399.25
"388" "Cascavel" "PR" 2010 286205 5257016051 13652028.01 36371149.79 12768187.59
"389" "Caucaia" "CE" 2010 325441 2854138548 3809561.45 10149304.66 2054716.41
"390" "Caxias do Sul" "RS" 2010 435564 15395523712 38648376.82 94408263.71 27193171.52
"391" "Chapecó" "SC" 2010 183530 3932029622 11989572.12 24942549.79 4349521.88
"392" "Contagem" "MG" 2010 603442 18534612378 27324583.4 73944843.17 28563846.68
"393" "Criciúma" "SC" 2010 192308 3696049577 7329070.19 24486243.78 5156745.55
"394" "Cuiabá" "MT" 2010 551098 11051572195 22647960.21 122737631.12 17380222.34
"395" "Curitiba" "PR" 2010 1751907 53463888958 305433101.97 574074241.43 166582692.26
"396" "Diadema" "SP" 2010 386089 11256028396 68743301.81 50777226.96 7150354.28
"397" "Divinópolis" "MG" 2010 213016 3369544274 12600001.11 18573802.84 5067931.02
"398" "Dourados" "MS" 2010 196035 3543860388 19753311.09 26744157.25 6805074.68
"399" "Feira de Santana" "BA" 2010 556642 7470441255 12286055.9 49484258.4 5195051.06
"400" "Florianópolis" "SC" 2010 421240 10388874564 127387102.76 134745806.16 42452686.05
"401" "Fortaleza" "CE" 2010 2452185 37130892176 159734233.98 363778383.55 67138700.92
"402" "Foz do Iguaçu" "PR" 2010 256088 6732437052 16096872.02 32077347.24 7450365.19
"403" "Franca" "SP" 2010 318640 5040226975 39475607.45 29568808.45 5743951.55
"404" "Goiânia" "GO" 2010 1302001 24445667964 228040141.46 307897488.87 101446707.03
"405" "Governador Valadares" "MG" 2010 263689 3342540867 12073844.69 21819541.55 4449298.36
"406" "Gravataí" "RS" 2010 255660 6907152184 8452082.65 17356072.39 4665814.94
"407" "Guarujá" "SP" 2010 290752 4152231292 185582289.62 77645182.94 22501279.97
"408" "Guarulhos" "SP" 2010 1221979 37151619351 212720279.38 175567807.62 28821094.86
"409" "Hortolândia" "SP" 2010 192692 6228378869 14614279.55 70665814.64 3743498.24
"410" "Indaiatuba" "SP" 2010 201619 5833224913 43827740.46 28443073.56 15036462.63
"411" "Ipatinga" "MG" 2010 239468 7397840618 21341979.56 55733418.03 5733618.71
"412" "Itaboraí" "RJ" 2010 218008 2178927016 10570789.35 45928643.01 5054272.87
"413" "Itabuna" "BA" 2010 204667 2582042356 3389872.38 15996344.73 1331258.71
"414" "Itajaí" "SC" 2010 183373 15922964440 15218623.41 53569219.62 4939803.76
"415" "Itaquaquecetuba" "SP" 2010 321770 3257913864 18396134.66 18239493.36 2189755.85
"416" "Jaboatão dos Guararapes" "PE" 2010 644620 7690587370 25477517.08 44414121.61 6620327.37
"417" "Jacareí" "SP" 2010 211214 5662248256 24171088.21 30899481.86 5465040.17
"418" "João Pessoa" "PB" 2010 723515 9790346512 29244839.5 109354536.27 42381900.56
"419" "Joinville" "SC" 2010 515288 17254854334 60532548.78 75369292.52 17572775.7
"420" "Juazeiro" "BA" 2010 197965 1919843103 1061851.97 10831714.82 1341357.86
"421" "Juazeiro do Norte" "CE" 2010 249939 1966331313 1916751.85 7666334.46 1730186.75
"422" "Juiz de Fora" "MG" 2010 516247 8315950694 73753046.16 81002170.22 15664848.89
"423" "Jundiaí" "SP" 2010 370126 20126142636 68458075.82 133189785.17 33355370.29
"424" "Londrina" "PR" 2010 506701 10045690276 85851585.04 80237828.25 23686893.02
"425" "Macapá" "AP" 2010 398204 5194442659 4350466.49 23509355.62 1013371.03
"426" "Maceió" "AL" 2010 932748 12098884745 47995184.63 109130434.35 18725656.81
"427" "Manaus" "AM" 2010 1802014 48435924875 50005605.64 359692453.86 27788621.21
"428" "Marabá" "PA" 2010 233669 3562534408 2271799.27 64012549.03 1115308.56
"429" "Maracanaú" "CE" 2010 209057 4146823917 2570939.16 10717402.94 1136678.07
"430" "Marília" "SP" 2010 216745 3915806276 22234880.56 22392275.9 8038271.67
"431" "Maringá" "PR" 2010 357077 8386966363 50240266.21 65343238.14 20743708.29
"432" "Mauá" "SP" 2010 417064 7350830975 41448154.03 65304762.28 3488725.14
"433" "Mossoró" "RN" 2010 259815 3514550251 2396315.02 44814987.49 1553660.87
"434" "Natal" "RN" 2010 803739 11532079736 41794636.19 154486990.73 28876715.79
"435" "Niterói" "RJ" 2010 487562 11258565339 181107591.98 148782457.75 56050043.12
"436" "Nova Iguaçu" "RJ" 2010 796257 9543071802 28474921.7 57357640.25 6296797.47
"437" "Novo Hamburgo" "RS" 2010 238940 5350490071 20541761.6 33199894.88 8479224.71
"438" "Olinda" "PE" 2010 377779 3153087293 15116117.97 30046453.9 2974258.57
"439" "Osasco" "SP" 2010 666740 36396996946 122413505.58 227020813.38 17577652.83
"440" "Palmas" "TO" 2010 228332 3923400513 10065732.55 38372225.59 5569664.37
"441" "Paulista" "PE" 2010 300466 2211206220 5051938.35 12406567.87 2504731.12
"442" "Pelotas" "RS" 2010 328275 4550186840 24136466.61 21836329.49 6887113.46
"443" "Petrolina" "PE" 2010 293962 3188898200 3491122.61 16224291.4 3031900.83
"444" "Petrópolis" "RJ" 2010 295917 7059695833 41970680.56 37294839.86 9510398.74
"445" "Piracicaba" "SP" 2010 364571 10927807692 45759716.7 81780624.01 12132903.14
"446" "Ponta Grossa" "PR" 2010 311611 5975896731 25295165.88 30523836.75 10497353.49
"447" "Porto Alegre" "RS" 2010 1409351 42947485216 276018244.54 486787891.28 153719193.71
"448" "Porto Velho" "RO" 2010 428527 7520522029 7640050.14 181666683.02 5238102.05
"449" "Praia Grande" "SP" 2010 262051 3171380930 140585917.4 17059606.91 19712025.15
"450" "Presidente Prudente" "SP" 2010 207610 4253880306 22929588.59 27493406.7 6631782.71
"451" "Recife" "PE" 2010 1537704 30176875220 185198734.54 407023002.8 47157152.89
"452" "Ribeirão das Neves" "MG" 2010 296317 1922388289 3316138.68 12708613.35 2582617.57
"453" "Ribeirão Preto" "SP" 2010 604682 17001903302 91388535.31 118051453.35 43018815.38
"454" "Rio Branco" "AC" 2010 336038 4309607345 6786945.04 29705894.5 1849011.65
"455" "Rio de Janeiro" "RJ" 2010 6320446 190017530701 1431848091.24 3166204901.19 496975421.19
"456" "Rio Grande" "RS" 2010 197228 7778545750 7355700.25 44690334.84 3166062.63
"457" "Rio Verde" "GO" 2010 176424 4160896326 11410189.77 19921828.24 6492213.17
"458" "Rondonópolis" "MT" 2010 195476 5094939015 9248735 24785340 4845964
"459" "Salvador" "BA" 2010 2675656 36480990783 198929617.35 526641580.76 126121359.28
"460" "Santa Maria" "RS" 2010 261031 4098050870 16773796.59 28605347.18 8388504.39
"461" "Santarém" "PA" 2010 294580 2054408390 2193828.82 12158623.15 870142.23
"462" "Santo André" "SP" 2010 676407 17260592763 150353635.86 163223522.93 37077387.72
"463" "Santos" "SP" 2010 419400 27619431114 174350598.81 248047922.89 33448447.62
"464" "São Bernardo do Campo" "SP" 2010 765463 35583488410 193429217.87 221855322.71 35652461.7
"465" "São Carlos" "SP" 2010 221950 5132194378 44801104.52 25731807.67 8062685.77
"466" "São José" "SC" 2010 209804 4813356605 21144610.17 23022838.7 8906766.38
"467" "São José do Rio Preto" "SP" 2010 408258 8981443913 79038582.98 72499160.01 17805402.06
"468" "São José dos Campos" "SP" 2010 629921 24108479622 79706196.14 197442631.31 24406988.76
"469" "São José dos Pinhais" "PR" 2010 264210 13774355424 14643273.53 64376245.54 8721122.22
"470" "São Leopoldo" "RS" 2010 214087 4077141984 17146787.96 27127735.45 5361548.91
"471" "São Luís" "MA" 2010 1014837 17908973646 39655111.75 249944464.89 14070963.82
"472" "São Paulo" "SP" 2010 11253503 443517625301 4049113821.71 7053318138.28 948638537.95
"473" "São Vicente" "SP" 2010 332445 3278487575 59791538.6 22141915.8 5830207.41
"474" "Serra" "ES" 2010 409267 12695245115 13156679.01 102256570.37 14627480.67
"475" "Sete Lagoas" "MG" 2010 214152 5741100986 9941616.63 23294928.51 4027735.75
"476" "Sobral" "CE" 2010 188233 2334817008 2280929.84 9938413.52 1192691.58
"477" "Sorocaba" "SP" 2010 586625 16124774191 70868284.93 122849500.56 33644459.06
"478" "Sumaré" "SP" 2010 241311 7848922396 20696203.14 27917631.95 3718061.34
"479" "Suzano" "SP" 2010 262480 5760960607 32611539.54 22774162.13 3918253.43
"480" "Taubaté" "SP" 2010 278686 9778424512 37747872.92 49066025.21 7829021.37
"481" "Teresina" "PI" 2010 814230 10530315685 21574331.79 87715006.89 11331681.4
"482" "Uberaba" "MG" 2010 295988 7154606424 16696329.19 35843332.05 8553033.8
"483" "Uberlândia" "MG" 2010 604013 18295771037 28081848 108221709 29480207
"484" "Várzea Grande" "MT" 2010 252596 3449445685 4826716.42 19736896.21 2862333.13
"485" "Viamão" "RS" 2010 239384 2210560819 2992588.49 8748019.91 2600060.07
"486" "Vila Velha" "ES" 2010 414586 6979662862 20664472.54 91135512.55 25885551.98
"487" "Vitória da Conquista" "BA" 2010 306866 3491075776 7719063.94 24540490.63 2987841.56
"488" "Volta Redonda" "RJ" 2010 257803 9076465374 38763600 58262200 3927700
"489" "Alvorada" "RS" 2011 196571 1543762493 3836881.2 5425796.9 2396114.74
"490" "Americana" "SP" 2011 212791 6857068722 39479320.58 42917761.44 8056477.88
"491" "Ananindeua" "PA" 2011 477999 3906458773 7515784.35 26856230.16 4497649.02
"492" "Anápolis" "GO" 2011 338544 12119553416 29596906.09 34377082.7 13901736.32
"493" "Aparecida de Goiânia" "GO" 2011 465092 6296698727 43476562.79 28998320.51 16072234.36
"494" "Aracaju" "SE" 2011 579563 9222818187 54406502.97 133164397.22 43656302.29
"495" "Arapiraca" "AL" 2011 216107 2173810579 1833840.59 8426231.52 3320213.91
"496" "Barueri" "SP" 2011 243241 31935455215 14705685.17 546398855.64 55729625.46
"497" "Bauru" "SP" 2011 346076 7972309611 55712543.25 61150553.42 15979511.91
"498" "Belém" "PA" 2011 1402056 19666725016 52074446 237470409 21768585
"499" "Belford Roxo" "RJ" 2011 472008 4925137219 7649445.21 24045655.82 1890082.09
"500" "Belo Horizonte" "MG" 2011 2385639 54996326053 631701833.23 757300078.68 262821124.56
"501" "Betim" "MG" 2011 383570 28085220809 22467669.61 66075233.86 8956516.93
"502" "Blumenau" "SC" 2011 312634 10197250773 45500620.94 76894364.32 14589252.59
"503" "Boa Vista" "RR" 2011 290741 5103273572 14552711.17 37223065.95 3455311.06
"504" "Camaçari" "BA" 2011 249206 12313916112 28254189.05 87333251.97 10336994.01
"505" "Campina Grande" "PB" 2011 387643 5339760572 6923036.39 31719506.84 4470898.24
"506" "Campinas" "SP" 2011 1088611 40525214125 319549913.04 486521140.85 68493877.69
"507" "Campo Grande" "MS" 2011 796252 15722329506 195294618.31 183215748.36 31743248.17
"508" "Canoas" "RS" 2011 325188 15515128962 22926897.08 72469205.65 15719771.25
"509" "Cariacica" "ES" 2011 350615 6120139494 6895914.17 47718864.99 3410470.27
"510" "Cascavel" "PR" 2011 289339 6080635533 15633598.64 42275972.3 16964813.25
"511" "Caucaia" "CE" 2011 330854 3239402617 3489462.29 15278977.74 2653070.22
"512" "Caxias do Sul" "RS" 2011 441332 16636859103 51471296.31 112878578.61 37603387.46
"513" "Chapecó" "SC" 2011 186336 4505579009 14558164.01 31749107.71 5606380.43
"514" "Contagem" "MG" 2011 608714 18912325783 43308651.17 88893260.57 34247142.64
"515" "Criciúma" "SC" 2011 193988 4099678937 8748488.69 28239945.76 5837055
"516" "Cuiabá" "MT" 2011 556298 12406460835 44283358.06 157181038.92 22857879.6
"517" "Curitiba" "PR" 2011 1764540 58082415677 320542415.42 710600177.07 204007620.1
"518" "Diadema" "SP" 2011 388575 11786624128 77253831.97 58685207.16 8277003.25
"519" "Divinópolis" "MG" 2011 215246 3732083342 14174351.27 22167954.47 6156226.19
"520" "Dourados" "MS" 2011 198421 4337946725 22459850.17 30370428.07 7015770.34
"521" "Feira de Santana" "BA" 2011 562466 8270806868 13465481.33 55718904.54 7909742.9
"522" "Florianópolis" "SC" 2011 427298 11429916447 121671919.38 149364774.77 47889929.05
"523" "Fortaleza" "CE" 2011 2476589 42010110856 172071713.87 427468338.07 88285646.87
"524" "Foz do Iguaçu" "PR" 2011 255900 7633466572 20286227.73 36360877.84 9924903.7
"525" "Franca" "SP" 2011 321012 5714972651 44583573.87 33696157.3 6083264.95
"526" "Goiânia" "GO" 2011 1318148 27668221908 244815095.09 347765896.98 119857401.73
"527" "Governador Valadares" "MG" 2011 264960 3500711685 13264714.13 24151125.37 5675376.62
"528" "Gravataí" "RS" 2011 257428 7304667989 8672266.57 20815591.05 6022839.8
"529" "Guarujá" "SP" 2011 292743 4137973510 203018063.87 97220485.04 32115310.41
"530" "Guarulhos" "SP" 2011 1233436 43476753143 228693109.07 214613159.97 38862244.46
"531" "Hortolândia" "SP" 2011 195775 6701935299 17590365 77448668 7910592
"532" "Indaiatuba" "SP" 2011 205808 5982815150 48945258.07 36655710.46 16821765.13
"533" "Ipatinga" "MG" 2011 241538 7141863660 28140005.37 53605427.11 6820487.87
"534" "Itaboraí" "RJ" 2011 220351 2618851924 13539268.33 74835412.82 7858281.55
"535" "Itabuna" "BA" 2011 205286 2969427014 3672971.5 16315675.18 2691954.81
"536" "Itajaí" "SC" 2011 186127 18598456483 16529361.96 56996361.36 8353214.92
"537" "Itaquaquecetuba" "SP" 2011 325518 3717297674 21131311.31 22314240.51 2807181.48
"538" "Jaboatão dos Guararapes" "PE" 2011 649787 8474649567 29822789.91 51804148.11 6856422.97
"539" "Jacareí" "SP" 2011 212743 5729981262 25730311.69 40802302.34 5657457.97
"540" "João Pessoa" "PB" 2011 733154 10107595772 32957525.29 128028855.03 57127891.17
"541" "Joinville" "SC" 2011 520905 18797539689 67527490.77 99842311.97 24282259.73
"542" "Juazeiro" "BA" 2011 199761 1993416952 986633.53 12059312.02 1475794.35
"543" "Juazeiro do Norte" "CE" 2011 252841 2249645140 2378100.33 9429708.26 2602453.06
"544" "Juiz de Fora" "MG" 2011 520810 9351250411 80630547.77 94760469.61 18720767.06
"545" "Jundiaí" "SP" 2011 373713 21806787135 73838103.97 158483297.1 39807332.07
"546" "Londrina" "PR" 2011 511278 10773162958 109379973.86 99992804.39 31884038.96
"547" "Macapá" "AP" 2011 407023 5625810750 4116414.93 25220521.71 1385266.49
"548" "Maceió" "AL" 2011 943109 13743390948 54095812.76 121188105.06 23819045.6
"549" "Manaus" "AM" 2011 1832423 51025146142 52294653.2 403799360.39 39601059.28
"550" "Marabá" "PA" 2011 238708 3742468696 2471296.77 68905892.54 2685926.86
"551" "Maracanaú" "CE" 2011 211267 4797823876 3077965.4 12523283.23 1218131.71
"552" "Marília" "SP" 2011 218228 4339879411 25658959.8 32067849.04 7825437.3
"553" "Maringá" "PR" 2011 362329 9714143059 56197733.31 78411166.02 25126295.76
"554" "Mauá" "SP" 2011 421184 7633781629 46176123 57796989.15 4546008.09
"555" "Mossoró" "RN" 2011 263344 3916504609 3948615.02 44107731.47 2179724.11
"556" "Natal" "RN" 2011 810780 12266519319 51273351.46 173161096.77 31137102.24
"557" "Niterói" "RJ" 2011 489720 14563395607 172453844.88 176346278.31 72434629.55
"558" "Nova Iguaçu" "RJ" 2011 799047 10245868116 31141095.43 64802814.91 8608586.48
"559" "Novo Hamburgo" "RS" 2011 239151 5502784824 21914660.78 41580532.44 8798527.5
"560" "Olinda" "PE" 2011 378537 3412247952 13797809.5 31675247.49 3713187.09
"561" "Osasco" "SP" 2011 667826 39283026711 141831451.33 243925936.9 26034567.58
"562" "Palmas" "TO" 2011 235315 3736562650 11366456.05 38576300.35 6964266.02
"563" "Paulista" "PE" 2011 303400 2475243848 6207449.34 17707763.91 3707351.88
"564" "Pelotas" "RS" 2011 328864 5422371770 25206751.81 27968469.11 7549370.59
"565" "Petrolina" "PE" 2011 299751 3310559098 3852091.95 21452865.1 4585366.15
"566" "Petrópolis" "RJ" 2011 296565 9212327544 45756866.37 46509794.95 9912543.97
"567" "Piracicaba" "SP" 2011 367289 11564543329 52416663.67 98884685.73 15016701.16
"568" "Ponta Grossa" "PR" 2011 314527 6409652337 29358796.02 40425058.8 16082782.79
"569" "Porto Alegre" "RS" 2011 1413094 45506017026 286322152.1 555661392 187709019.86
"570" "Porto Velho" "RO" 2011 435732 9492315295 9155173 196993767.25 6539706.77
"571" "Praia Grande" "SP" 2011 267306 3983890983 168146647.53 21175414.67 25015866.11
"572" "Presidente Prudente" "SP" 2011 209024 4499983982 25300187.85 33179001 9043551.99
"573" "Recife" "PE" 2011 1546516 33149385448 204751804.91 473817069.9 60425869.19
"574" "Ribeirão das Neves" "MG" 2011 299728 2170645062 3969891.69 12545514.77 4798582.15
"575" "Ribeirão Preto" "SP" 2011 612339 18498184616 103064519.09 146012007.39 53486583.36
"576" "Rio Branco" "AC" 2011 342298 4491017071 8115905.21 32670443.26 3292604.39
"577" "Rio de Janeiro" "RJ" 2011 6355949 209366428994 1526766704.73 3722608357.31 592928652.57
"578" "Rio Grande" "RS" 2011 198048 8194551502 8304385.33 52823278.65 4184790.15
"579" "Rio Verde" "GO" 2011 181020 5526024052 13421692.27 29754995.14 8276804.76
"580" "Rondonópolis" "MT" 2011 198949 5771257662 10607005 27031882 6293223
"581" "Salvador" "BA" 2011 2693605 38819519605 244661422.03 614484242.64 171982626.86
"582" "Santa Maria" "RS" 2011 262368 4424627317 18608452.52 33429968.51 10372491.05
"583" "Santarém" "PA" 2011 297039 2199563392 3329390.28 15686357.89 1558148.87
"584" "Santo André" "SP" 2011 678485 17664718200 156874649.22 209463363.73 40927821.83
"585" "Santos" "SP" 2011 419509 31544842729 213850544.29 301519500.46 45602773.25
"586" "São Bernardo do Campo" "SP" 2011 770253 36337337747 219503490.95 245501607.15 48297994.27
"587" "São Carlos" "SP" 2011 224172 5526832869 48336224.64 29868543.87 9075864.81
"588" "São José" "SC" 2011 212586 5238211109 23908587.19 31188280.96 11899481.07
"589" "São José do Rio Preto" "SP" 2011 412075 9731330753 90102830.13 102345090.54 24663877.63
"590" "São José dos Campos" "SP" 2011 636876 25212467421 106668534.21 197374364.96 33557382.28
"591" "São José dos Pinhais" "PR" 2011 268807 14726558322 16034735.45 76716544.98 11631619.49
"592" "São Leopoldo" "RS" 2011 215664 4193003340 21954922.3 30601138.29 6010451.3
"593" "São Luís" "MA" 2011 1027429 20798001250 31125066.48 333860114.26 15081092.78
"594" "São Paulo" "SP" 2011 11316149 477005597205 4531673265.55 8147925920.92 1126510765.7
"595" "São Vicente" "SP" 2011 334663 3576502104 72785860.53 24360292.08 8237814.08
"596" "Serra" "ES" 2011 416028 13727354207 21623518.76 114382399.18 16924047.84
"597" "Sete Lagoas" "MG" 2011 216399 5996592347 11081856.65 28629423.35 5536345.38
"598" "Sobral" "CE" 2011 190724 2436463053 2581684.47 11569081.81 1643364.03
"599" "Sorocaba" "SP" 2011 593775 17911984692 78405931.15 160403813.04 40111340.84
"600" "Sumaré" "SP" 2011 244733 7853917805 25130311.69 32170763.99 6634933.46
"601" "Suzano" "SP" 2011 265074 5788816684 35334392.51 25587787.17 4497767.78
"602" "Taubaté" "SP" 2011 281336 9756816778 42156092.78 58169263.95 9951377.49
"603" "Teresina" "PI" 2011 822363 11403516318 32072447.04 103666323.05 12687450.11
"604" "Uberaba" "MG" 2011 299360 7964277175 19508025.89 46302733.61 10502767.83
"605" "Uberlândia" "MG" 2011 611903 18673177058 30485731 131016761 36105107
"606" "Várzea Grande" "MT" 2011 255448 4047847443 6029138.55 23532033.14 3958126.29
"607" "Viamão" "RS" 2011 240302 2215029115 4516637.42 8146777.59 2908908.12
"608" "Vila Velha" "ES" 2011 419853 7240295622 24557539.99 97759481.65 25889257.33
"609" "Vitória da Conquista" "BA" 2011 310129 3836498131 8595818.02 30305709.28 3932434.96
"610" "Volta Redonda" "RJ" 2011 259011 9098309312 41763600 65751200 3857100
"611" "Alvorada" "RS" 2012 197441 1697860384 4508470.3 6734435.3 2643101.04
"612" "Americana" "SP" 2012 214873 7131531813 40038247.02 48511201.82 10145677.92
"613" "Ananindeua" "PA" 2012 483821 4155795021 9060973.41 28406931.7 6207879.58
"614" "Anápolis" "GO" 2012 342347 11690888128 32469532.01 37249009.55 14425402.63
"615" "Aparecida de Goiânia" "GO" 2012 474219 7437833358 49715356.48 32243335.11 20459450.62
"616" "Aracaju" "SE" 2012 587701 9813851609 60741295.22 163427273.22 41283121.25
"617" "Arapiraca" "AL" 2012 218140 2416887815 2071521.68 13731955.46 2983062.41
"618" "Barueri" "SP" 2012 245652 33075587460 17195024.84 594127080.09 85935557.54
"619" "Bauru" "SP" 2012 348146 8430517060 53495438.93 72370772.6 17736052.84
"620" "Belém" "PA" 2012 1410430 20557946338 58148999 272911747 30869260
"621" "Belford Roxo" "RJ" 2012 474596 7542638607 8432827.6 22121617.46 3288071.16
"622" "Belo Horizonte" "MG" 2012 2395785 58374102877 696223225.41 856754435.12 309005189.22
