"Linha" "Municipio" "Estado" "Ano" "POPULACAO" "PIB" "IPTU" "ISS" "ITBI"
"623" "Betim" "MG" 2012 388873 28100844553 26471685.3 72810964.92 10666701.39
"624" "Blumenau" "SC" 2012 316139 10927079409 45751205.26 85348266.31 18149013.96
"625" "Boa Vista" "RR" 2012 296959 5322963761 17076678.55 38470215.56 4417408.32
"626" "Camaçari" "BA" 2012 255238 12669924294 34111010.3 85278339.37 13844042.03
"627" "Campina Grande" "PB" 2012 389995 5487353030 7974107.81 27476258.76 8543587.25
"628" "Campinas" "SP" 2012 1098630 42766024186 354873734.89 541132321.79 77031602.74
"629" "Campo Grande" "MS" 2012 805397 16970655544 228642673.61 217145085.34 37699802.1
"630" "Canoas" "RS" 2012 326505 14856172506 26016584.32 72190182.16 21545645.65
"631" "Cariacica" "ES" 2012 352431 6771111134 7853419.77 55546828.39 3872155.17
"632" "Cascavel" "PR" 2012 292372 6282717645 17150993.63 50489697.62 17111356.28
"633" "Caucaia" "CE" 2012 336091 3657134028 3593133.67 22678014.43 3476514.3
"634" "Caxias do Sul" "RS" 2012 446911 16651357394 57835192.65 120007418.65 42416320.99
"635" "Chapecó" "SC" 2012 189052 5259306848 15709735.2 38385196.19 6677825.19
"636" "Contagem" "MG" 2012 613815 20647180743 54087221.72 92573657.06 39022311.22
"637" "Criciúma" "SC" 2012 195614 5072698951 7685230.37 23303103.28 3823774.45
"638" "Cuiabá" "MT" 2012 561329 13298344841 65517100.2 187253564.55 25599094.35
"639" "Curitiba" "PR" 2012 1776761 59151307659 392476289.94 839695328.28 227929021.14
"640" "Diadema" "SP" 2012 390980 11645672993 85384224.89 63163126.42 10871663.45
"641" "Divinópolis" "MG" 2012 217404 3986480755 15559536.47 25829664.63 7151353.52
"642" "Dourados" "MS" 2012 200729 4940434385 26191887.37 35291046.08 11255776.9
"643" "Feira de Santana" "BA" 2012 568099 8635051419 15125161.83 66466556.85 9034246.56
"644" "Florianópolis" "SC" 2012 433158 12614710684 104196205 171522934.53 55886427.11
"645" "Fortaleza" "CE" 2012 2500194 43402189612 191284814.42 495746951.66 110132529.38
"646" "Foz do Iguaçu" "PR" 2012 255718 7771319752 27673543.25 44605086.6 10292264.5
"647" "Franca" "SP" 2012 323307 6071133354 49308784.64 38688723.68 8172967.89
"648" "Goiânia" "GO" 2012 1333767 30131329767 266302271.48 401464399.72 118499690.16
"649" "Governador Valadares" "MG" 2012 266190 3776343521 13937497.04 28388157.72 6859456.21
"650" "Gravataí" "RS" 2012 259138 6936436814 9187120.63 18054296.66 7876668.93
"651" "Guarujá" "SP" 2012 294669 4571993884 223944078.9 114478047.24 39514287.37
"652" "Guarulhos" "SP" 2012 1244518 44670722823 246557842.98 240190285.49 47263809.93
"653" "Hortolândia" "SP" 2012 198758 6761007356 18406124 87696672 6761435
"654" "Indaiatuba" "SP" 2012 209859 6163097541 53905161.98 40622509.61 21894908.29
"655" "Ipatinga" "MG" 2012 243541 7127482257 30112328.64 40403069.43 5482269.17
"656" "Itaboraí" "RJ" 2012 222618 3097076796 11178122.83 168355611.52 9136112.91
"657" "Itabuna" "BA" 2012 205885 2982058888 4503172.32 21322719.49 3044992.48
"658" "Itajaí" "SC" 2012 188791 19754198632 18221262.85 73070296.14 10181433.86
"659" "Itaquaquecetuba" "SP" 2012 329144 3892597022 23135089.86 28110960.41 5123711.27
"660" "Jaboatão dos Guararapes" "PE" 2012 654786 9480124913 30509842.29 61923703.57 8108292.23
"661" "Jacareí" "SP" 2012 214223 5751857018 28032571.65 45614839.56 7288679.87
"662" "João Pessoa" "PB" 2012 742478 11225777001 35702820.5 138503308.08 66381066.95
"663" "Joinville" "SC" 2012 526338 18299283327 71590680.63 112556642.13 27630274.29
"664" "Juazeiro" "BA" 2012 201499 2135550659 1048778.33 14803452.98 1586919.21
"665" "Juazeiro do Norte" "CE" 2012 255648 2354691842 2066334.17 11918266.77 3108422.13
"666" "Juiz de Fora" "MG" 2012 525225 10078402733 88976659.69 111099683.76 22295139.28
"667" "Jundiaí" "SP" 2012 377183 23712624699 80623639.16 180092219.14 38836078.83
"668" "Londrina" "PR" 2012 515707 12826469665 95063168.55 143365910.75 35409378.31
"669" "Macapá" "AP" 2012 415554 6453596809 5956907.51 35882492.97 2643175.66
"670" "Maceió" "AL" 2012 953393 13694808403 63353396.04 131365919.19 27670507.11
"671" "Manaus" "AM" 2012 1861838 49824579378 75091529.44 464048372.43 43629059.35
"672" "Marabá" "PA" 2012 243583 4423290222 2713432.68 75691801.35 2407206.99
"673" "Maracanaú" "CE" 2012 213404 4789878338 3761338.69 16386932.32 2315152.21
"674" "Marília" "SP" 2012 219664 4585314808 28363793.67 33750377.12 10536826.21
"675" "Maringá" "PR" 2012 367410 10246122139 76308237.46 96921379.38 32349413.25
"676" "Mauá" "SP" 2012 425169 7863726332 49582371.76 50935953.89 5641906.55
"677" "Mossoró" "RN" 2012 266758 4493957592 6102312.07 46015218.15 3401161.34
"678" "Natal" "RN" 2012 817590 13291177353 56185335.83 192008397.83 39080320.56
"679" "Niterói" "RJ" 2012 491807 15112496244 199701815.79 204363663.26 82119488.26
"680" "Nova Iguaçu" "RJ" 2012 801746 10665648291 33672440.58 62592722.86 10582737.35
"681" "Novo Hamburgo" "RS" 2012 239355 5836592965 23984823.03 45403213.1 12225285.46
"682" "Olinda" "PE" 2012 379271 3687724152 14168420.8 39368272.67 5115681.04
"683" "Osasco" "SP" 2012 668877 39198919105 151726064.42 279891374.55 24929040.54
"684" "Palmas" "TO" 2012 242070 4130976118 20938927.54 46984881.78 9605967.44
"685" "Paulista" "PE" 2012 306239 2805476210 6648995.24 20306818.3 5154968.64
"686" "Pelotas" "RS" 2012 329435 5532992376 27480430.47 32334311.35 9230816.01
"687" "Petrolina" "PE" 2012 305352 3786065428 4121038.91 32625372.36 5193260.69
"688" "Petrópolis" "RJ" 2012 297192 9133357921 47403402.1 50059237.36 13117324.34
"689" "Piracicaba" "SP" 2012 369919 11887387865 58846563.34 114018995.14 16917230.69
"690" "Ponta Grossa" "PR" 2012 317339 6930451341 32126018.27 47540230.83 17079830.87
"691" "Porto Alegre" "RS" 2012 1416714 48002208535 282418446.62 610512616.96 214123041.44
"692" "Porto Velho" "RO" 2012 442701 9775427443 10179401.53 212191612.82 8166190.84
"693" "Praia Grande" "SP" 2012 272390 4164014965 189715286.25 23757496.11 27850676.75
"694" "Presidente Prudente" "SP" 2012 210393 4830824347 27240770.88 37352500.15 11114061.99
"695" "Recife" "PE" 2012 1555039 36821898256 233604845 579462845 74938065
"696" "Ribeirão das Neves" "MG" 2012 303029 2748007313 4615970.43 17245050.33 5128259.17
"697" "Ribeirão Preto" "SP" 2012 619746 20300801840 127963078.45 176184413.69 58849904.36
"698" "Rio Branco" "AC" 2012 348354 4946631849 8861327.96 39045293.6 3647027.4
"699" "Rio de Janeiro" "RJ" 2012 6390290 220924560823 1624933536.87 4283897640.54 748933504.63
"700" "Rio Grande" "RS" 2012 198842 8965447462 9070950.07 70052461.07 5703623.83
"701" "Rio Verde" "GO" 2012 185465 6264990869 14578280.78 40930507.33 9881599.33
"702" "Rondonópolis" "MT" 2012 202309 5888660834 11913830 40286181 10948800
"703" "Salvador" "BA" 2012 2710968 39866168278 265841750.63 691049362.95 158680659.71
"704" "Santa Maria" "RS" 2012 263662 4682859036 21944442.12 36678661.24 12843726.93
"705" "Santarém" "PA" 2012 299419 2510122885 3671598.52 16130156.56 1276865.37
"706" "Santo André" "SP" 2012 680496 18085140552 170734769.1 200439485.57 45451401.09
"707" "Santos" "SP" 2012 419614 37722530621 239250855.79 342425484.16 51470462.69
"708" "São Bernardo do Campo" "SP" 2012 774886 34185280946 242197177.05 279741818.78 56305310.95
"709" "São Carlos" "SP" 2012 226322 5769745033 53995280.64 35830430.98 12475762.3
"710" "São José" "SC" 2012 215278 5768770993 26405735.93 37486858.07 14783189.38
"711" "São José do Rio Preto" "SP" 2012 415769 10738220149 95489136.63 108851301.24 26899009.55
"712" "São José dos Campos" "SP" 2012 643603 28089095857 114322074.69 211141474.79 38361414.92
"713" "São José dos Pinhais" "PR" 2012 273255 15419050900 24286242.8 87995327.1 13576918.74
"714" "São Leopoldo" "RS" 2012 217189 4571509022 21444991.52 35215034.94 6610383.7
"715" "São Luís" "MA" 2012 1039610 24601718240 38762074.66 395280567.77 18485358.16
"716" "São Paulo" "SP" 2012 11376685 499375400658 5027438496.48 9935287383.04 1200743627.62
"717" "São Vicente" "SP" 2012 336809 3835800356 84098012.42 34073083.41 8298408.88
"718" "Serra" "ES" 2012 422569 14850851113 22829223.38 115049275.87 22104958.6
"719" "Sete Lagoas" "MG" 2012 218574 6019444630 13321330.84 30880065.5 6876676.95
"720" "Sobral" "CE" 2012 193134 2462618874 3537240.16 15995799.45 2273531.76
"721" "Sorocaba" "SP" 2012 600692 19019098349 84787331.25 198729567.65 44766535.73
"722" "Sumaré" "SP" 2012 246247 7812308973 28046224.45 38500708.08 8141065.11
"723" "Suzano" "SP" 2012 267583 5681813064 38327744.96 28691222.24 5207579.17
"724" "Taubaté" "SP" 2012 283899 9429899960 46217173.74 64046319.63 11323211.01
"725" "Teresina" "PI" 2012 830231 12306772108 30880569 115622767.39 16815837.07
"726" "Uberaba" "MG" 2012 302623 9368416234 21700650.98 45789044.92 12418798.51
"727" "Uberlândia" "MG" 2012 619536 21420638353 33990015 148898196 41620403
"728" "Várzea Grande" "MT" 2012 258208 4068999500 7171105.97 26579631.61 4022088.24
"729" "Viamão" "RS" 2012 241190 2510699270 4798536.02 9346307.39 2997433.57
"730" "Vila Velha" "ES" 2012 424948 7535326345 30572064.56 115324243.22 29130465.01
"731" "Vitória da Conquista" "BA" 2012 315884 3955643191 9889695.65 38288732.94 5143564.78
"732" "Volta Redonda" "RJ" 2012 260180 9187068710 45449500 74222100 5114900
"733" "Alvorada" "RS" 2013 204750 1959243423.85054 4699610.33 7770949.89 3549857.97
"734" "Americana" "SP" 2013 224551 9582403837.64422 40597291.77 54948327.91 14984986.12
"735" "Ananindeua" "PA" 2013 493976 5305410408.50512 9704849.85 27535535.28 7413410.31
"736" "Anápolis" "GO" 2013 357402 12674167352.7003 36435687.6 44964594.89 15862401.56
"737" "Aparecida de Goiânia" "GO" 2013 500619 7174659681.94827 65964674.23 40321598.89 22589848.49
"738" "Aracaju" "SE" 2013 614577 12041086267.2589 67427571.11 194995961.89 49257591.49
"739" "Arapiraca" "AL" 2013 227640 2641976807.92683 3580513.05 13252649.35 4247906.67
"740" "Barueri" "SP" 2013 256756 44794963614.417 19181481.4 654991570.8 95447733.66
"741" "Bauru" "SP" 2013 362062 10567503912.3959 56023633.23 76165986.04 21246546.77
"742" "Belém" "PA" 2013 1425922 26452728031.243 64442428.89 290725907.53 33996378.48
"743" "Belford Roxo" "RJ" 2013 477583 6360510287.76876 9762772.52 29797678.56 2340820
"744" "Belo Horizonte" "MG" 2013 2479165 73425839787.364 754025911.93 925881598.64 351261071.43
"745" "Betim" "MG" 2013 406474 40868929477.008 29094814.86 77366922.53 12982563.37
"746" "Blumenau" "SC" 2013 329082 13015132586.701 50512182.17 91543285.54 24039564.56
"747" "Boa Vista" "RR" 2013 308996 6433528760.51877 17056933.36 45670118.16 4152645.36
"748" "Camaçari" "BA" 2013 275575 19699420650.3025 35922937.31 110662130.65 19477566.69
"749" "Campina Grande" "PB" 2013 400002 6321961768.03803 9692915.56 33543974.09 8366320.86
"750" "Campinas" "SP" 2013 1144862 52114829821.5028 383632548.24 670177564.85 89783808.31
"751" "Campo Grande" "MS" 2013 832352 19016000004.895 233732198.66 230448703.92 39866403.8
"752" "Canoas" "RS" 2013 338531 23877473295.9218 23576477.97 83266679.42 24498552.53
"753" "Cariacica" "ES" 2013 375974 6707524839.21053 8651954.65 55947533.7 4198518.84
"754" "Cascavel" "PR" 2013 305615 7835587687.60098 21141808.76 59991481.64 24949813.34
"755" "Caucaia" "CE" 2013 344936 3632837186.77509 4982181.12 24413638.41 4456374.74
"756" "Caxias do Sul" "RS" 2013 465304 20688262444.1853 66582430.56 127856278.97 48591600.74
"757" "Chapecó" "SC" 2013 198188 6604316140.55428 17660476.03 42710888.14 9009348.54
"758" "Contagem" "MG" 2013 637961 25289647526.2421 65680740.08 105328872.8 50323791.58
"759" "Criciúma" "SC" 2013 202395 5132399008.10618 10894838.7 32223964.87 8651365.99
"760" "Cuiabá" "MT" 2013 569830 15818545195.7845 85442702.65 223634932.31 34985721.38
"761" "Curitiba" "PR" 2013 1848946 75434275357.1191 393586169.14 902148531.99 272623298.42
"762" "Diadema" "SP" 2013 406718 16181838089.0944 92786572.18 69038980.35 10096935.57
"763" "Divinópolis" "MG" 2013 226345 4914242014.97541 17701202.72 28052161.17 8447076.42
"764" "Dourados" "MS" 2013 207498 5048732585.79941 35694979.99 44515834.75 15657141.64
"765" "Feira de Santana" "BA" 2013 606139 10145861715.3946 21263733.2 85687085.67 14308807.24
"766" "Florianópolis" "SC" 2013 453285 14264868436.8084 139042510.97 194545999.94 64530712.3
"767" "Fortaleza" "CE" 2013 2551806 51419333154.5923 211496816.47 523604502.35 138949967.09
"768" "Foz do Iguaçu" "PR" 2013 263508 10693850065.323 29423488.87 50252317.1 14000181.05
"769" "Franca" "SP" 2013 336734 7004185262.10219 52773184.4 41937684.91 11456788.5
"770" "Goiânia" "GO" 2013 1393575 34965732268.2055 286307895.79 448708201.22 110496639.32
"771" "Governador Valadares" "MG" 2013 275568 4672103050.27553 19176959.09 31344767.38 7672240.06
"772" "Gravataí" "RS" 2013 269022 9453660799.21165 9732528.22 25374054.06 9340707.87
"773" "Guarujá" "SP" 2013 306683 5634631410.67638 243183163.09 127905194.47 41791457.76
"774" "Guarulhos" "SP" 2013 1299249 54505407708.0138 342639099.46 308082912.78 58973430.03
"775" "Hortolândia" "SP" 2013 209139 8311902821.74685 21302100.58 109016725.5 10413784.18
"776" "Indaiatuba" "SP" 2013 222042 8081152139.35847 59590569.64 53567492.99 26099987.92
"777" "Ipatinga" "MG" 2013 253098 10148732350.9841 36512510.61 38620711.79 6374996.65
"778" "Itaboraí" "RJ" 2013 225263 3104631706.14468 13385651.16 266987902.54 7520010.77
"779" "Itabuna" "BA" 2013 218124 3670116975.21765 5125882.56 19127021.86 3656962.65
"780" "Itajaí" "SC" 2013 197809 19593899314.5427 28745391.65 84050815.52 13931473
"781" "Itaquaquecetuba" "SP" 2013 344558 4637236705.50457 26271953.11 33052690.25 4042170.66
"782" "Jaboatão dos Guararapes" "PE" 2013 675599 11213777869.2858 35349804.79 70849561.94 14290153.04
"783" "Jacareí" "SP" 2013 223064 7760623476.73433 30311136.46 48474957.22 8712062.7
"784" "João Pessoa" "PB" 2013 769607 13573438312.7361 40630068.48 155096034.01 70112821.28
"785" "Joinville" "SC" 2013 546981 23287845768.1805 86202887.86 121236715.78 34715884.73
"786" "Juazeiro" "BA" 2013 214748 2735704769.87325 1457480.09 15209899.76 1995455.8
"787" "Juazeiro do Norte" "CE" 2013 261289 2613940393.64999 3191278.23 15578058.79 2451878.14
"788" "Juiz de Fora" "MG" 2013 545942 12265218191.6961 95684429 113595000.97 25453445.91
"789" "Jundiaí" "SP" 2013 393920 27626266411.7326 89340653.63 194500827.47 44151248.97
"790" "Londrina" "PR" 2013 537566 14501902044.3807 112673986.09 137893218.28 49624769.71
"791" "Macapá" "AP" 2013 437256 7468298185.58408 5271377.25 37252021.25 3932879.39
"792" "Maceió" "AL" 2013 996733 16906309396.4232 70792764.69 146598427.31 28002068.99
"793" "Manaus" "AM" 2013 1982177 67117202765.9016 99544500.61 513310140.75 58345693.08
"794" "Marabá" "PA" 2013 251885 5472850026.83991 3963465.14 93241475.81 1891563.46
"795" "Maracanaú" "CE" 2013 217922 5713873998.04424 4597712.65 20152455.93 3237678.37
"796" "Marília" "SP" 2013 228618 5509047081.94232 37775403.18 37611251.95 11698478.17
"797" "Maringá" "PR" 2013 385753 11855650366.3361 84064254.7 102659684.18 36830878.24
"798" "Mauá" "SP" 2013 444136 10322358626.1993 60724650.33 56401977.48 5835725.62
"799" "Mossoró" "RN" 2013 280314 4941625724.93537 5592925.36 48944822.06 3742411.21
"800" "Natal" "RN" 2013 853928 16113022911.961 68258646.9 217149306.72 43438977.8
"801" "Niterói" "RJ" 2013 494200 16960170606.9438 225053108.91 241076998.41 103496243.11
"802" "Nova Iguaçu" "RJ" 2013 804815 13924476028.102 37175711.58 79153112.39 11435262.36
"803" "Novo Hamburgo" "RS" 2013 247781 7579608407.3863 25827549.08 47180311.19 13704491.96
"804" "Olinda" "PE" 2013 388127 4315502590.77413 13126356.72 43908032.01 6153826.72
"805" "Osasco" "SP" 2013 691652 51105010482.5639 189801899.12 314237834.38 36202758.56
"806" "Palmas" "TO" 2013 257904 4857837120.53641 24431902.83 53577836.02 11915731.52
"807" "Paulista" "PE" 2013 316714 2967911028.03148 12955314.93 20751552.25 6266804.43
"808" "Pelotas" "RS" 2013 341180 6443846276.40602 29147826.98 43742236.24 9956874.87
"809" "Petrolina" "PE" 2013 319893 4109893024.63971 5369204.52 29946056.94 6746224.09
"810" "Petrópolis" "RJ" 2013 297888 10529140095.0573 49971633.27 52889715.33 16143486.52
"811" "Piracicaba" "SP" 2013 385287 15365935137.3678 66284682.37 133383712.26 22756389.79
"812" "Ponta Grossa" "PR" 2013 331084 8722891387.28483 32244330.89 50037423.2 15950462.6
"813" "Porto Alegre" "RS" 2013 1467816 61884436771.8726 299773952.78 675507630.22 236403377.87
"814" "Porto Velho" "RO" 2013 484992 10244905747.0472 12286377.02 207941197.38 10963758.28
"815" "Praia Grande" "SP" 2013 287967 4502258725.73732 212996284.42 24561947.92 34795627.52
"816" "Presidente Prudente" "SP" 2013 218960 5827795140.07376 29231237.68 40707844.39 12797140.35
"817" "Recife" "PE" 2013 1599513 41278658686.1272 265515013.5 636106022.83 85932955.39
"818" "Ribeirão das Neves" "MG" 2013 315819 2676793447.81593 4858248.5 16174722.95 6178918.63
"819" "Ribeirão Preto" "SP" 2013 649556 24376493410.4614 195590865.75 196013906.72 77249155.73
"820" "Rio Branco" "AC" 2013 357194 6086347105.48815 11198333.58 43675561.04 5145678
"821" "Rio de Janeiro" "RJ" 2013 6429923 274937606688.679 1843705371.87 4801367495.9 790923185.97
"822" "Rio Grande" "RS" 2013 206161 10373507308.1204 10023241.92 103418964.74 7745627.87
"823" "Rio Verde" "GO" 2013 197048 6489373877.5567 16460280.28 49977590.46 12335327.67
"824" "Rondonópolis" "MT" 2013 208019 7410606184.90615 15342137.78 46988763.64 13376520.32
"825" "Salvador" "BA" 2013 2883682 52130274075.9906 285735408.82 792605925.99 218764156.27
"826" "Santa Maria" "RS" 2013 273489 5727544409.51888 24086564.3 44716438.5 14154233.89
"827" "Santarém" "PA" 2013 288462 2910014016.80946 4601483.06 18135430.14 1408624.53
"828" "Santo André" "SP" 2013 704942 24192111914.2704 182885856.62 220675566.83 58775236.68
"829" "Santos" "SP" 2013 433153 39690880361.2672 264214501.22 387603772.92 57044670.3
"830" "São Bernardo do Campo" "SP" 2013 805895 49426601700.5845 269200068.65 298149955.48 66942773.34
"831" "São Carlos" "SP" 2013 236457 7156695148.66104 59241710.36 39619640.26 14220084.44
"832" "São José" "SC" 2013 224779 6797666624.9749 31705160.68 38087667.84 19634466.03
"833" "São José do Rio Preto" "SP" 2013 434039 12637591528.4938 104691216.24 126223866.54 33320690.17
"834" "São José dos Campos" "SP" 2013 673255 34801772483.4965 125685884.81 239514788.39 48467564.8
"835" "São José dos Pinhais" "PR" 2013 287792 18493487475.107 17810535.62 88565087.07 14958264.39
"836" "São Leopoldo" "RS" 2013 225520 5438369302.54995 25490836.14 35964478.36 9648589.28
"837" "São Luís" "MA" 2013 1053922 25483582389.4815 43887467.46 388884672.64 22401170.89
"838" "São Paulo" "SP" 2013 11821873 629577705949.973 5448089754.4 10136074125.55 1415530846.93
"839" "São Vicente" "SP" 2013 350465 4515230335.2642 88301756.65 35811606.52 10140350.27
"840" "Serra" "ES" 2013 467318 18828715862.3364 24062004.58 116658486.62 26274379.4
"841" "Sete Lagoas" "MG" 2013 227571 7733718301.70477 15842693.69 38673454.82 7270804.31
"842" "Sobral" "CE" 2013 197663 3224585854.29978 3672176.7 15567170.49 2392051.51
"843" "Sorocaba" "SP" 2013 629231 23122155621.4319 92946770.71 234305500.13 58081655.29
"844" "Sumaré" "SP" 2013 258556 11125159984.7173 30950669.92 43268919.2 8984168.66
"845" "Suzano" "SP" 2013 279520 8918427106.13536 41374653.3 36021296.11 7416737.98
"846" "Taubaté" "SP" 2013 296431 13079707324.0637 51473593.25 67712577.42 12432115.71
"847" "Teresina" "PI" 2013 836475 13991920540.783 37570848.94 141307853.24 17719177.72
"848" "Uberaba" "MG" 2013 315360 10531316643.4461 22910991.42 55395452.45 15379321
"849" "Uberlândia" "MG" 2013 646673 25226461233.4891 38552403.96 158606081.52 48654476.05
"850" "Várzea Grande" "MT" 2013 262880 4855685523.974 8016708.7 32639977.72 5123954.49
"851" "Viamão" "RS" 2013 250028 2994172444.82464 4096218.4 10875472.5 4207014.75
"852" "Vila Velha" "ES" 2013 458489 9614917622.219 49668495.42 125538547.76 32501928.12
"853" "Vitória da Conquista" "BA" 2013 336987 4889956962.75482 10916734.99 41633180.64 7552902.93
"854" "Volta Redonda" "RJ" 2013 261522 13222696904.4289 51154700 69261000 5114800
"855" "Alvorada" "RS" 2014 205683 2095912174.11903 5155713.21 8749667.24 3623660.52
"856" "Americana" "SP" 2014 226970 10250832855.252 43444044.82 58273078.66 16951477.95
"857" "Ananindeua" "PA" 2014 499776 5675493983.29994 13724519.58 30194026.98 8157502.92
"858" "Anápolis" "GO" 2014 361991 13558265056.7942 40500258.27 51266711.69 19477910.48
"859" "Aparecida de Goiânia" "GO" 2014 511323 7675134385.80436 77214039.38 50603375.28 24842096.02
"860" "Aracaju" "SE" 2014 623766 12881022842.7698 81000177.48 219854340.19 52812431.5
"861" "Arapiraca" "AL" 2014 229329 2826270226.59151 3407227.76 15050797.28 4071698.08
"862" "Barueri" "SP" 2014 259555 47919675746.1403 20970669.21 714590266.79 77575022.97
"863" "Bauru" "SP" 2014 364562 11304649453.1609 65528492.89 78811868.95 27637761.52
"864" "Belém" "PA" 2014 1432844 28297961368.363 71464836 324513265 31716997
"865" "Belford Roxo" "RJ" 2014 479386 6804193283.72381 10426197.18 33601735.88 2993984.94
"866" "Belo Horizonte" "MG" 2014 2491109 78547723897.8292 816190233.87 1124510415.02 386965062.28
"867" "Betim" "MG" 2014 412003 43719777640.3549 34815209.68 83411008.12 14173978.24
"868" "Blumenau" "SC" 2014 334002 13923014620.934 69208357.39 102391952.69 26591295.9
"869" "Boa Vista" "RR" 2014 314900 6882305224.33788 18687872.34 50697079.02 4658928.74
"870" "Camaçari" "BA" 2014 281413 21073571084.3506 58431258.97 139133829.45 20647258.7
"871" "Campina Grande" "PB" 2014 402912 6762955778.05485 10195771.98 44199118.38 10243425.86
"872" "Campinas" "SP" 2014 1154617 55750145666.1067 421030993.34 696252460.86 107481472.4
"873" "Campo Grande" "MS" 2014 843120 20342477830.0276 287392976.99 271560157.15 45200652.64
"874" "Canoas" "RS" 2014 339979 25543067471.3048 40294302.64 88134498.06 30256758.31
"875" "Cariacica" "ES" 2014 378915 7175414140.76967 9650951.07 65925418.65 4509991.68
"876" "Cascavel" "PR" 2014 309259 8382166006.48031 24048269.7 78076351.6 26414983.69
"877" "Caucaia" "CE" 2014 349526 3886248943.68158 5932000.03 32301196.88 4801402.62
"878" "Caxias do Sul" "RS" 2014 470223 22131390408.3034 74258751.02 138325550.36 44563480.91
"879" "Chapecó" "SC" 2014 202009 7065006028.45686 19529507.64 48842748.77 12123213.02
"880" "Contagem" "MG" 2014 643476 27053749158.5698 78823281.98 112219172.61 49801708.27
"881" "Criciúma" "SC" 2014 204667 5490414020.31868 15068293.97 38204974.74 10378145
"882" "Cuiabá" "MT" 2014 575480 16921981745.1464 96797412.44 245934027.4 31705586.27
"883" "Curitiba" "PR" 2014 1864416 80696259659.3071 418396647.1 983389943.9 293553891.97
"884" "Diadema" "SP" 2014 409613 17310616454.1315 104956733.09 73939973.5 18057223.14
"885" "Divinópolis" "MG" 2014 228643 5257039294.03103 19175398.29 29960285.47 8131780.79
"886" "Dourados" "MS" 2014 210218 5400911373.05033 36054714.73 45083123.64 13173146.84
"887" "Feira de Santana" "BA" 2014 612000 10853595233.4252 45197566.81 97136949.02 17401088.64
"888" "Florianópolis" "SC" 2014 461524 15259926895.7371 146189414.61 217024715.88 68170677.55
"889" "Fortaleza" "CE" 2014 2571896 55006134016.767 308833435.65 606568759.29 140394216.02
"890" "Foz do Iguaçu" "PR" 2014 263647 11439808993.2412 39330766.09 52917190.12 17179066.59
"891" "Franca" "SP" 2014 339461 7492768372.6884 56288069.55 47607315.62 12079665.69
"892" "Goiânia" "GO" 2014 1412364 37404797712.1137 320150917.5 518498332.48 108179590.29
"893" "Governador Valadares" "MG" 2014 276995 4998009712.62984 23434300.01 42272763.56 7865191.48
"894" "Gravataí" "RS" 2014 270689 10113109232.8071 16556668 28148479.53 11006884.57
"895" "Guarujá" "SP" 2014 308989 6027680086.37757 261204203.73 129568618.05 41187344.73
"896" "Guarulhos" "SP" 2014 1312197 58307480418.1463 331510282.49 364926033.68 54785655.41
"897" "Hortolândia" "SP" 2014 212527 8891706922.23413 25074920.44 100403130.62 12466991.18
"898" "Indaiatuba" "SP" 2014 226602 8644860022.80518 64820378.43 60009660.59 27013249.17
"899" "Ipatinga" "MG" 2014 255266 10856666112.7279 39687401.2 49140457.43 6294668.23
"900" "Itaboraí" "RJ" 2014 227168 3321198024.63145 16175156.83 248848286.89 10090087.55
"901" "Itabuna" "BA" 2014 218925 3926129216.59416 5705400.29 21982833.76 3567672.74
"902" "Itajaí" "SC" 2014 201557 20960689014.8967 32977065.34 96546882.88 18573057.46
"903" "Itaquaquecetuba" "SP" 2014 348739 4960711235.27736 27589898.19 35566366.46 3294330.65
"904" "Jaboatão dos Guararapes" "PE" 2014 680943 11996004818.9987 38711129.68 73473356.43 13750203.41
"905" "Jacareí" "SP" 2014 224826 8301972601.07392 46438171.54 53552788.09 11253182.33
"906" "João Pessoa" "PB" 2014 780738 14520265454.5123 45974481.73 181611411.27 97148133.83
"907" "Joinville" "SC" 2014 554601 24912309956.1616 97549674.06 140440380.45 39633659.74
"908" "Juazeiro" "BA" 2014 216588 2926536265.0569 1631697.85 19607245.79 2023575.73
"909" "Juazeiro do Norte" "CE" 2014 263704 2796278107.54895 2907685.3 18798462.84 3531196.12
"910" "Juiz de Fora" "MG" 2014 550710 13120789286.9585 106683902.91 125652844.88 28201643.29
"911" "Jundiaí" "SP" 2014 397965 29553360951.9585 98697858.42 213450263.23 54703385.02
"912" "Londrina" "PR" 2014 543003 15513494991.3288 122314869.4 156718657.09 59304606.48
"913" "Macapá" "AP" 2014 446757 7989255901.82857 5968188.57 46201395.83 6290776.42
"914" "Maceió" "AL" 2014 1005319 18085623895.4458 79626582.41 165636021.03 34126866.02
"915" "Manaus" "AM" 2014 2020301 71799022345.7807 126965058.42 575511967.36 57213497.35
"916" "Marabá" "PA" 2014 257062 5854613499.65284 4798724.56 94290570.21 3963445.77
"917" "Maracanaú" "CE" 2014 219749 6112450310.20539 6140697.56 23698830.15 5490912.54
"918" "Marília" "SP" 2014 230336 5893335512.20772 46004952.82 48800181.69 11363857.16
"919" "Maringá" "PR" 2014 391698 12682651697.2901 112822495.4 116571224.04 43617199.18
"920" "Mauá" "SP" 2014 448776 11042403841.6597 65092534.1 59599221.68 6362944.9
"921" "Mossoró" "RN" 2014 284288 5286333178.79234 7556299.48 51006644.65 3949449.57
